ID,Age,Education,Marital Status,Income,Kid home,Teen home,AlcLiquidAmount,VegAmount,MeatAmt,FishAmt,ChocolateAmt,CommoditiesAmt,Country,LeadConvo
7699,53,Graduation,Widow,"40,590.00",0,1,313,15,47,20,0,192,SP,1
7698,46,PhD,Married,"51,650.00",0,0,83,2,101,64,26,117,SP,0
7685,44,Graduation,Married,"33,039.00",1,0,407,70,239,103,88,53,SP,0
7683,54,Master,Married,"70,777.00",1,0,16,2,18,3,0,24,SP,0
7679,37,PhD,Single,"30,298.00",0,1,707,21,250,85,43,73,SP,0
7660,49,PhD,Alone,"35,860.00",0,0,852,60,207,78,36,48,SA,1
7646,33,Graduation,Single,"64,449.00",1,0,94,1,33,13,12,12,SP,0
7631,44,Master,Together,"61,346.00",1,1,67,5,61,3,8,19,SP,0
7629,45,Graduation,Married,"22,108.00",0,0,741,68,689,224,68,103,CA,0
7628,49,2nd Cycle,Married,"43,050.00",1,2,8,1,7,2,0,0,CA,0
7627,47,Master,Married,"92,163.00",1,0,1,2,8,4,3,13,SA,2
7620,32,Basic,Single,"16,185.00",0,0,344,189,482,50,33,172,IND,0
7617,48,Graduation,Single,"42,373.00",0,1,356,0,107,19,9,117,GER,0
7613,48,2nd Cycle,Together,"49,669.00",0,1,399,4,30,6,4,30,SP,0
7610,39,Graduation,Together,"37,292.00",0,0,251,108,334,65,92,117,SP,0
7600,30,Basic,Single,"15,253.00",0,1,1492,38,287,50,57,33,SP,0
7592,76,PhD,Married,"51,012.00",0,0,488,21,238,56,108,28,US,0
7574,43,PhD,Together,"27,922.00",0,0,483,0,591,156,0,12,SP,0
7573,44,PhD,Single,"31,626.00",0,1,184,178,178,103,39,33,AUS,1
7540,70,Graduation,Married,"50,300.00",1,0,211,2,30,7,7,10,SP,0
7533,58,Graduation,Married,"49,096.00",1,1,84,10,34,11,10,28,AUS,0
7532,42,Graduation,Married,"43,586.00",0,1,771,51,154,54,10,154,SP,0
7530,72,PhD,Widow,"56,551.00",0,1,350,104,189,197,151,57,CA,0
7527,54,Master,Divorced,"23,748.00",0,1,71,99,278,185,121,38,SA,0
7521,70,Graduation,Together,"83,844.00",0,0,8,8,22,24,11,9,SP,1
7516,39,Graduation,Married,"30,096.00",0,0,784,48,560,42,176,48,IND,0
7514,66,2nd Cycle,Together,"54,342.00",1,1,206,10,67,30,27,71,SP,0
7505,65,PhD,Married,"44,155.00",0,1,418,61,428,80,51,10,SP,0
7503,46,Graduation,Single,"75,825.00",1,0,19,8,29,0,12,26,SP,1
7500,55,Graduation,Single,"79,146.00",1,0,32,1,64,16,12,85,SP,0
7495,74,PhD,Married,"56,223.00",1,0,85,44,54,102,78,6,SP,0
7494,72,PhD,Divorced,"42,873.00",0,1,365,3,15,4,3,11,SA,0
7488,59,Master,Single,"64,191.00",1,0,46,0,7,0,0,2,SP,0
7485,72,PhD,Widow,"56,551.00",0,1,777,30,163,0,51,122,SP,0
7476,58,Master,Single,"63,972.00",0,0,113,61,204,34,26,47,SP,1
7462,68,Graduation,Single,"22,507.00",0,1,860,28,409,73,56,56,CA,0
7458,66,Master,Together,"34,941.00",0,1,247,49,159,7,82,109,GER,0
7453,68,Graduation,Single,"36,130.00",0,1,757,80,217,29,80,11,AUS,1
7451,62,Master,Single,"98,777.00",0,0,2,0,7,3,7,10,US,1
7446,55,Master,Together,"62,513.00",1,0,112,19,21,16,14,5,AUS,0
7444,53,Master,Married,"42,169.00",0,2,410,16,114,0,5,49,SP,0
7441,49,Graduation,Divorced,"71,128.00",0,0,10,3,3,0,0,0,SP,0
7437,34,Graduation,Single,"27,938.00",0,0,1032,105,779,137,105,51,GER,0
7433,37,Graduation,Single,"29,760.00",0,0,375,152,335,93,91,81,SA,0
7431,31,PhD,Single,"68,126.00",0,0,66,2,40,4,3,14,SP,1
7428,47,Graduation,Together,"80,144.00",1,0,7,2,8,3,2,3,SP,0
7426,51,2nd Cycle,Married,"54,690.00",1,1,25,0,11,3,0,15,US,0
7422,35,Graduation,Single,"46,923.00",0,1,320,48,133,39,72,48,CA,0
7419,54,Master,Divorced,"27,071.00",0,0,464,151,292,65,60,30,SP,0
7414,51,Graduation,Married,"43,824.00",0,1,724,17,143,0,8,196,US,0
7411,58,PhD,Married,"31,686.00",0,0,358,108,413,141,97,32,SP,0
7409,52,Graduation,Together,"53,187.00",0,1,143,15,60,24,23,5,SP,0
7408,70,PhD,Married,"54,549.00",1,1,52,0,9,0,0,1,SP,0
7397,71,Graduation,Single,"49,090.00",0,1,710,15,30,20,0,0,SP,0
7396,56,Graduation,Married,"80,398.00",1,0,16,12,18,7,1,13,SP,1
7393,44,Graduation,Together,"41,580.00",0,0,182,17,259,77,70,29,US,0
7386,46,Graduation,Divorced,"30,992.00",0,0,960,0,883,50,38,0,CA,0
7384,71,Master,Together,"39,767.00",0,1,635,15,100,20,7,131,SA,0
7381,54,Graduation,Divorced,"75,693.00",1,0,16,0,17,6,3,6,SP,3
7378,41,Master,Together,"42,021.00",0,0,621,73,414,78,48,85,SP,1
7375,46,Graduation,Together,"51,369.00",0,1,293,6,23,13,6,92,AUS,0
7373,70,PhD,Divorced,"46,610.00",1,1,157,6,39,6,13,75,SP,0
7369,41,Master,Married,"36,959.00",1,1,452,18,102,16,18,6,AUS,0
7366,40,Master,Single,"75,777.00",1,0,12,4,6,11,8,16,IND,2
7352,65,Graduation,Married,"55,267.00",0,1,373,14,83,6,9,19,SP,0
7349,49,Basic,Together,"9,722.00",0,0,822,114,108,179,137,114,SP,0
7348,64,PhD,Single,"71,691.00",1,1,22,2,12,0,2,5,US,0
7342,61,2nd Cycle,Widow,"59,184.00",0,1,516,0,21,0,0,5,CA,0
7327,63,PhD,Married,"36,732.00",0,0,444,44,382,11,8,17,SP,0
7326,51,Master,Married,"56,850.00",1,1,163,2,40,8,11,11,SP,0
7325,36,PhD,Together,"38,197.00",0,1,284,3,84,4,7,23,SA,0
7321,60,Graduation,Together,"76,081.00",1,0,38,1,24,0,0,0,SP,1
7313,73,2nd Cycle,Widow,"74,859.00",1,2,8,0,5,0,3,6,SP,1
7301,40,2nd Cycle,Single,"23,616.00",0,0,73,18,66,7,12,2,SP,0
7300,70,Graduation,Divorced,"69,142.00",1,0,158,6,45,8,2,2,SA,1
7297,49,Graduation,Single,"7,500.00",0,0,1111,24,790,160,45,172,SA,0
7290,37,Graduation,Single,"70,596.00",2,1,53,1,34,2,0,16,CA,0
7286,54,Graduation,Together,"41,728.00",0,1,1050,12,144,0,0,24,SP,0
7284,69,Graduation,Married,"48,686.00",1,1,63,6,57,13,13,22,SP,0
7279,53,PhD,Together,"69,476.00",0,0,4,2,11,2,0,4,SP,0
7275,51,Master,Single,"33,316.00",0,1,381,28,215,84,28,21,SP,0
7274,65,Graduation,Married,"78,618.00",1,1,15,10,19,8,17,20,SP,1
7270,41,Graduation,Divorced,"56,981.00",0,1,408,0,21,0,0,17,IND,1
7264,44,2nd Cycle,Single,"52,195.00",0,0,102,9,63,2,9,24,SP,0
7261,51,Graduation,Together,"34,600.00",0,1,422,7,238,69,46,15,AUS,0
7254,53,Graduation,Together,"38,361.00",0,0,890,63,292,0,25,12,GER,0
7250,44,Graduation,Together,"57,867.00",1,1,42,1,18,3,0,4,SP,0
7247,62,Graduation,Widow,"47,916.00",1,0,125,6,73,8,4,19,SP,1
7235,47,2nd Cycle,Married,"17,003.00",0,0,714,76,395,116,0,12,SP,0
7233,50,Graduation,Married,"69,209.00",1,0,45,2,26,4,1,1,SP,1
7232,49,Graduation,Widow,"42,429.00",0,1,387,126,342,0,45,180,SP,0
7230,62,PhD,Divorced,"50,611.00",0,1,714,8,99,11,0,47,GER,1
7224,45,Graduation,Married,"31,353.00",0,0,546,91,410,119,0,22,SP,0
7215,39,Graduation,Single,"101,970.00",0,0,5,6,15,11,7,13,SA,3
7214,65,Graduation,Married,"62,187.00",1,1,8,4,12,15,4,29,AUS,0
7212,56,Graduation,Married,"44,794.00",1,1,368,24,68,38,0,88,IND,0
7196,72,PhD,Married,"41,145.00",0,1,478,0,193,110,75,117,SP,0
7192,67,Graduation,Together,"65,748.00",0,0,84,5,38,150,12,28,US,0
7186,56,PhD,Together,"30,843.00",0,0,377,10,540,80,30,10,SA,1
7181,45,Graduation,Married,"30,368.00",0,0,901,61,757,186,163,20,SA,0
7165,50,Graduation,Together,"64,474.00",1,0,23,0,9,0,0,12,SP,0
7152,39,Master,Married,"27,100.00",0,0,605,10,345,84,54,32,SP,0
7143,67,2nd Cycle,Together,"74,805.00",0,0,6,3,12,6,1,0,SP,0
7141,36,Master,Single,"21,888.00",0,0,779,86,537,34,69,138,SP,0
7129,60,PhD,Married,"54,693.00",0,0,351,16,156,7,5,145,CA,0
7128,45,PhD,Single,"42,997.00",0,1,520,20,367,39,81,40,SP,0
7124,54,Graduation,Divorced,"36,997.00",0,0,789,25,420,16,38,0,SP,0
7119,40,Graduation,Single,"68,627.00",1,1,30,9,12,2,11,30,SA,0
7118,65,Graduation,Married,"73,803.00",1,0,10,2,16,11,2,21,SP,1
7108,57,Master,Widow,"51,390.00",0,1,380,0,47,6,0,34,SP,0
7106,79,PhD,Married,"75,865.00",1,0,22,4,17,12,10,13,SP,0
7101,59,PhD,Widow,"52,278.00",0,1,31,0,7,2,0,6,SP,0
7094,47,Graduation,Widow,"58,330.00",0,1,14,0,3,0,0,3,SP,0
7093,37,Graduation,Married,"19,986.00",0,0,712,50,420,65,38,38,SP,0
7079,60,Graduation,Divorced,"63,887.00",0,1,69,8,26,12,7,12,CA,0
7072,49,Graduation,Married,"67,432.00",1,0,47,90,94,123,103,120,CA,0
7059,59,Graduation,Married,"80,124.00",2,0,3,2,8,20,0,17,IND,1
7055,70,PhD,Together,"61,010.00",0,1,324,48,186,39,18,198,CA,0
7053,56,PhD,Single,"78,420.00",1,0,2,8,10,12,14,23,CA,0
7042,39,Graduation,Married,"36,790.00",0,0,277,162,305,173,76,124,IND,0
7037,48,PhD,Married,"37,087.00",0,1,1200,0,204,38,29,14,SP,0
7034,44,2nd Cycle,Married,"25,804.00",0,1,934,24,230,16,24,36,GER,0
7030,67,PhD,Married,"66,465.00",1,1,11,1,2,2,1,6,SP,1
7023,69,PhD,Single,"46,231.00",0,1,296,13,104,11,13,17,AUS,0
7022,51,Graduation,Married,"76,445.00",0,0,14,10,13,4,15,9,GER,0
7019,59,Graduation,Together,"54,414.00",0,1,494,5,82,7,0,100,SP,0
7011,49,Graduation,Married,"33,471.00",0,0,303,23,751,82,26,191,SP,0
7010,57,2nd Cycle,Married,"70,924.00",1,0,76,10,56,3,1,23,US,1
7007,54,Master,Married,"29,543.00",0,1,670,9,249,0,28,9,AUS,0
7005,41,Graduation,Single,"58,684.00",0,1,538,13,91,17,6,26,SP,1
7004,38,Graduation,Single,"11,012.00",0,0,1156,120,915,94,144,96,SP,1
7002,67,Graduation,Single,"62,535.00",1,2,24,4,22,0,2,9,CA,0
7000,50,2nd Cycle,Single,"65,704.00",1,2,22,1,8,2,1,2,CA,0
6999,42,Master,Married,"69,661.00",2,1,8,1,5,0,0,1,SA,0
6991,71,Graduation,Divorced,"43,185.00",0,1,502,12,109,16,6,90,SP,0
6988,36,Graduation,Married,"71,952.00",1,0,86,4,56,2,4,7,SP,2
6983,72,Master,Divorced,"38,054.00",0,0,603,45,207,36,18,54,SP,0
6982,46,Graduation,Married,"74,068.00",1,0,4,12,15,19,7,12,IND,0
6977,48,Graduation,Together,"75,702.00",0,0,206,0,46,3,2,12,SP,1
6974,50,PhD,Together,"83,443.00",1,0,18,3,17,3,0,4,AUS,0
6969,40,Graduation,Together,"50,272.00",1,1,280,7,81,20,0,27,SP,0
6963,75,Graduation,Single,"77,457.00",1,0,1,6,7,0,1,3,SP,1
6961,48,Graduation,Married,"26,751.00",1,1,492,19,110,16,12,12,CA,0
6958,45,Master,Married,"27,889.00",0,1,340,108,185,130,38,100,SP,0
6950,64,Master,Married,"49,572.00",1,1,35,0,4,0,0,0,SA,0
6945,70,Graduation,Single,"84,574.00",1,1,14,3,21,2,1,28,SP,0
6941,51,Graduation,Single,"31,632.00",0,1,548,31,422,0,112,28,SA,0
6940,56,PhD,Single,"46,734.00",1,1,67,4,32,17,2,16,SA,1
6935,71,2nd Cycle,Married,"78,497.00",1,1,15,8,16,11,5,22,CA,1
6932,81,PhD,Married,"93,027.00",0,0,7,7,14,7,16,15,SA,1
6931,55,Graduation,Divorced,"76,982.00",1,0,14,0,4,0,0,8,AUS,1
6927,54,PhD,Married,"44,377.00",1,1,69,2,15,2,2,6,SA,0
6919,44,2nd Cycle,Married,"26,224.00",0,1,1004,59,265,115,59,27,SP,0
6918,33,Graduation,Married,"28,691.00",0,0,721,111,925,97,18,18,GER,0
6912,55,PhD,Married,"63,246.00",0,1,210,0,6,0,0,2,SP,0
6906,69,Master,Widow,"84,953.00",1,0,24,1,16,12,2,5,CA,3
6905,28,Graduation,Together,"80,685.00",1,0,18,0,4,0,0,1,SA,0
6892,54,Graduation,Divorced,"61,671.00",1,1,19,0,9,0,0,2,SP,2
6887,55,Graduation,Single,"79,146.00",1,0,40,3,30,10,7,11,SP,0
6885,45,Graduation,Divorced,"32,952.00",0,0,768,44,561,77,44,14,SP,0
6878,68,Graduation,Widow,"27,421.00",0,1,519,50,167,130,0,41,CA,0
6875,57,PhD,Together,"32,727.00",0,1,533,10,217,198,174,195,SP,0
6872,48,PhD,Married,"65,352.00",1,0,39,0,56,20,8,14,SA,0
6870,63,PhD,Divorced,"68,805.00",1,1,25,1,9,2,1,1,CA,0
6866,53,Master,Together,"35,924.00",0,1,546,0,48,0,6,6,AUS,0
6864,33,Master,Divorced,"10,979.00",0,0,982,17,672,23,34,51,SP,0
6862,51,Graduation,Divorced,"1,730.00",0,0,1000,19,711,125,115,38,SP,0
6859,35,Graduation,Single,"29,236.00",0,0,587,51,898,247,0,86,GER,0
6856,43,Graduation,Together,"21,645.00",0,0,184,23,446,30,23,23,CA,0
6853,40,Master,Single,"75,777.00",1,0,5,4,13,8,0,4,SP,2
6825,69,Graduation,Together,"41,452.00",0,2,317,46,247,151,46,139,SP,0
6818,48,Graduation,Married,"44,989.00",0,1,445,53,213,104,98,151,GER,0
6815,42,2nd Cycle,Married,"96,547.00",1,0,10,2,15,2,1,6,SP,3
6810,39,Graduation,Divorced,"82,025.00",1,0,3,1,8,23,2,18,SA,1
6798,56,Graduation,Single,"37,070.00",1,1,199,9,57,20,21,6,SP,0
6770,37,Graduation,Married,"21,355.00",0,0,332,194,377,149,125,57,IND,1
6768,60,Graduation,Divorced,"37,859.00",0,1,397,19,69,12,0,9,SP,0
6749,56,Graduation,Single,"86,358.00",0,0,6,4,25,15,12,13,US,0
6742,43,Graduation,Married,"17,688.00",0,0,997,15,414,99,30,76,GER,0
6730,68,Graduation,Married,"38,998.00",0,1,420,15,186,151,38,15,SP,0
6729,34,Graduation,Single,"68,655.00",2,1,73,3,90,12,1,32,CA,0
6728,37,Graduation,Together,"29,103.00",0,1,925,64,179,133,12,77,SA,0
6722,68,PhD,Married,"70,421.00",1,1,18,6,15,12,8,17,CA,0
6721,71,Graduation,Married,"71,965.00",1,0,138,15,35,25,11,72,SP,0
6720,54,Master,Together,"43,795.00",0,1,457,4,29,0,0,9,SP,1
6715,74,PhD,Single,"60,200.00",1,1,5,1,7,2,1,4,AUS,0
6710,71,Master,Single,"58,217.00",1,1,33,0,5,0,0,15,IND,0
6694,58,Graduation,Married,"75,236.00",1,0,64,4,68,7,5,17,SP,0
6690,56,Master,Married,"38,179.00",1,0,391,32,70,21,32,16,SP,0
6682,49,Basic,Married,"18,978.00",0,0,1076,16,417,42,48,16,SA,0
6679,56,Graduation,Single,"33,279.00",0,0,347,44,534,17,0,26,SP,0
6678,33,Graduation,Together,"31,928.00",0,0,426,49,127,111,21,42,US,0
6673,57,Graduation,Single,"23,478.00",0,0,483,84,398,205,84,241,SA,0
6663,82,PhD,Single,"51,141.00",0,1,59,0,12,0,0,48,IND,0
6661,48,Graduation,Married,"67,445.00",0,1,87,3,25,3,2,13,SP,0
6658,50,Graduation,Together,"59,868.00",0,1,63,10,83,7,19,19,SP,0
6653,52,PhD,Married,"55,158.00",0,1,28,0,4,0,0,0,SP,0
6652,57,Graduation,Married,"77,343.00",1,0,3,17,26,20,1,39,IND,0
6646,38,Graduation,Together,"16,529.00",0,0,464,28,873,29,18,37,SA,0
6642,61,Graduation,Divorced,"27,215.00",1,1,355,30,177,90,138,30,SP,0
6637,34,Graduation,Single,"66,951.00",1,1,88,3,21,4,1,29,AUS,0
6634,43,Master,Divorced,"33,462.00",0,0,187,81,149,25,43,91,US,0
6619,44,Graduation,Married,"38,415.00",0,2,743,19,181,12,0,200,SP,0
6616,47,Graduation,Together,"59,481.00",1,0,378,0,101,0,0,72,CA,0
6613,52,Master,Married,"44,511.00",0,0,479,35,179,28,7,85,SA,0
6609,56,Graduation,Widow,"27,038.00",0,1,1012,80,498,0,16,176,US,0
6606,53,Master,Married,"70,091.00",1,0,16,3,15,2,1,11,AUS,1
6605,78,PhD,Divorced,"55,614.00",0,1,162,61,83,97,57,61,SP,1
6583,67,2nd Cycle,Married,"72,635.00",0,1,108,1,28,13,1,4,SP,1
6575,41,Graduation,Together,"56,386.00",1,1,22,2,10,6,4,34,SP,0
6568,38,Graduation,Married,"38,680.00",1,1,480,86,249,75,86,144,SA,0
6566,68,PhD,Married,"72,550.00",1,0,15,4,13,0,0,19,SP,0
6565,73,Master,Married,"76,995.00",1,0,8,26,46,38,9,49,AUS,1
6544,73,PhD,Together,"67,911.00",1,1,18,7,34,10,2,3,SP,0
6543,77,Master,Together,"62,847.00",0,1,70,0,17,0,0,6,CA,0
6534,48,Graduation,Together,"47,889.00",0,1,547,7,140,0,7,63,IND,0
6528,40,Master,Together,"18,492.00",0,0,434,137,400,45,137,45,CA,0
6521,68,Graduation,Together,"77,972.00",0,0,3,10,8,3,16,32,CA,0
6518,71,PhD,Widow,"67,680.00",1,1,130,0,16,0,0,5,GER,0
6516,33,Basic,Married,"17,487.00",0,0,167,48,602,63,72,72,SP,0
6515,45,Graduation,Together,"39,771.00",0,1,635,15,100,20,7,131,AUS,0
6507,42,Graduation,Single,"30,828.00",1,1,826,50,317,50,38,38,AUS,0
6504,47,2nd Cycle,Together,"19,789.00",0,0,1006,22,115,59,68,45,SA,1
6497,62,Graduation,Married,"51,651.00",0,1,297,7,79,0,11,182,SA,0
6488,63,PhD,Married,"38,829.00",0,0,836,185,575,24,25,77,SA,0
6471,51,Master,Single,"36,230.00",0,1,432,79,341,177,136,170,AUS,0
6466,57,PhD,Married,"57,236.00",1,1,12,2,20,3,2,5,SP,0
6461,53,Master,Single,"62,772.00",1,0,7,2,6,2,0,3,SP,1
6460,40,Graduation,Married,"28,718.00",0,1,543,10,205,160,143,82,US,0
6457,46,Graduation,Divorced,"64,892.00",1,0,13,11,24,13,8,40,AUS,0
6445,55,Graduation,Together,"66,825.00",1,1,43,4,12,8,0,27,CA,0
6439,64,Graduation,Married,"61,074.00",0,0,14,36,11,3,26,35,CA,0
6437,37,2nd Cycle,Single,"41,473.00",0,0,792,0,275,45,45,126,SP,0
6431,58,PhD,Married,"45,759.00",0,1,350,3,39,0,0,19,SP,0
6428,72,PhD,Widow,"76,842.00",1,0,11,0,13,2,4,11,SA,0
6424,45,Graduation,Together,"33,178.00",0,1,554,35,113,0,7,78,SP,0
6422,68,Graduation,Married,"86,718.00",1,0,1,2,7,4,3,11,SP,0
6421,61,Graduation,Together,"88,347.00",1,1,85,1,16,2,1,2,SP,1
6417,51,Master,Together,"80,573.00",1,0,6,6,29,12,15,8,SP,0
6409,55,Graduation,Divorced,"57,136.00",1,1,57,0,27,0,0,36,IND,0
6406,34,Master,Married,"78,285.00",1,0,13,2,15,2,2,8,SP,0
6404,53,Graduation,Together,"58,917.00",1,1,110,5,59,7,1,7,SP,0
6398,48,Basic,Married,"18,393.00",0,0,434,137,400,45,137,45,SA,0
6387,46,PhD,Together,"52,190.00",1,1,100,64,79,65,0,109,AUS,1
6384,44,Graduation,Divorced,"71,022.00",1,1,33,6,40,3,7,10,SA,1
6383,51,PhD,Together,"32,892.00",0,0,635,114,254,132,152,76,SP,0
6382,69,Graduation,Together,"48,794.00",1,1,145,13,46,17,2,4,SP,0
6379,73,Master,Widow,"47,570.00",0,1,293,8,124,11,4,106,IND,0
6376,43,Graduation,Single,"57,537.00",0,0,102,9,49,24,3,12,SA,0
6374,68,PhD,Married,"36,930.00",1,1,349,7,35,0,0,47,SP,0
6365,35,2nd Cycle,Married,"30,390.00",0,0,236,106,189,23,41,130,CA,0
6357,63,2nd Cycle,Divorced,"59,052.00",1,1,87,5,71,7,12,29,SP,0
6355,44,Graduation,Married,"44,359.00",1,0,35,40,111,36,40,12,SP,0
6354,38,Graduation,Together,"15,345.00",0,0,1001,44,107,58,44,44,SP,0
6349,35,Master,Divorced,"61,787.00",1,0,46,7,59,2,4,27,SP,0
6347,43,Basic,Single,"15,862.00",0,0,899,102,838,133,102,40,US,0
6343,63,Graduation,Married,"79,823.00",0,0,10,7,25,6,3,7,SP,1
6340,37,Graduation,Single,"29,938.00",0,0,680,11,392,75,0,0,CA,0
6336,62,Graduation,Married,"29,315.00",1,1,505,72,270,36,27,54,IND,0
6327,55,Graduation,Together,"65,777.00",1,0,26,3,13,2,10,0,SP,0
6320,46,Master,Single,"70,893.00",1,1,7,3,10,8,1,7,IND,0
6318,34,Graduation,Married,"68,487.00",1,1,23,2,11,3,1,4,CA,0
6312,63,Graduation,Married,"65,031.00",1,1,22,2,14,0,1,10,SP,0
6310,44,Graduation,Married,"33,039.00",1,1,129,26,67,3,67,2,GER,0
6303,36,PhD,Together,"91,820.00",0,0,7,4,13,15,8,17,SP,0
6299,54,PhD,Divorced,"42,564.00",0,1,606,7,155,10,0,54,SP,1
6295,45,Graduation,Married,"54,233.00",0,1,81,1,31,2,1,0,SP,0
6292,36,PhD,Married,"82,333.00",1,0,5,9,20,6,8,21,SA,1
6289,71,Master,Together,"59,385.00",0,1,284,0,55,0,6,52,SP,0
6287,36,Graduation,Together,"34,728.00",0,1,492,5,32,13,5,21,CA,0
6283,54,Master,Divorced,"63,841.00",1,0,29,12,59,19,1,36,IND,0
6281,56,Graduation,Divorced,"55,686.00",1,1,56,0,11,0,0,8,SP,1
6274,74,Master,Married,"83,790.00",1,0,5,0,4,0,0,1,SP,2
6271,70,PhD,Married,"50,870.00",0,2,295,106,271,75,98,65,CA,0
6263,54,Graduation,Together,"35,322.00",0,0,919,0,505,99,30,45,SP,0
6262,60,Master,Single,"72,217.00",1,0,35,3,20,4,1,20,SA,0
6261,43,Graduation,Married,"58,025.00",1,1,203,0,10,0,0,2,SP,0
6260,67,Master,Together,"82,384.00",1,1,5,3,9,6,2,6,SP,1
6257,46,Master,Single,"60,482.00",1,1,4,0,5,0,1,5,SP,0
6255,70,Master,Together,"70,545.00",1,0,16,2,18,2,1,5,SP,0
6250,73,PhD,Widow,"54,356.00",1,1,144,1,32,2,1,7,CA,0
6248,75,Master,Single,"91,712.00",0,0,7,4,13,15,8,17,SP,1
6246,69,Graduation,Single,"73,892.00",1,1,27,1,12,2,0,10,SP,0
6245,72,PhD,Together,"59,292.00",1,1,183,5,65,3,5,49,SP,0
6237,56,PhD,Single,"7,144.00",0,0,1111,24,790,160,45,172,SP,0
6233,46,Graduation,Married,"65,991.00",1,0,34,6,21,11,4,8,IND,0
6230,51,Graduation,Divorced,"44,421.00",0,1,440,81,368,0,122,174,AUS,0
6222,55,Graduation,Married,"22,574.00",0,0,525,147,112,219,147,63,SA,0
6218,57,Graduation,Married,"59,594.00",1,1,96,1,42,12,3,32,SP,1
6215,45,Graduation,Married,"31,353.00",0,1,531,69,300,150,138,150,SP,0
6214,40,Master,Married,"43,815.00",0,1,178,3,85,71,66,58,SP,0
6211,46,PhD,Together,"37,395.00",0,1,507,19,364,25,47,9,SP,0
6205,55,Master,Single,"32,557.00",0,1,653,17,170,34,26,17,SP,0
6203,75,Graduation,Together,"74,485.00",1,1,15,0,12,7,3,7,SP,0
6202,62,Graduation,Together,"63,381.00",1,0,2,1,6,2,1,1,GER,0
6201,44,Graduation,Single,"38,643.00",0,0,652,48,350,94,84,108,SP,0
6200,71,Graduation,Married,"75,903.00",1,0,11,3,22,2,2,6,SP,0
6197,60,PhD,Single,"27,238.00",1,0,676,161,426,210,44,58,US,0
6184,53,PhD,Married,"68,462.00",1,0,12,6,20,30,1,3,AUS,0
6183,60,Master,Married,"58,646.00",1,1,56,0,9,0,0,3,SP,0
6182,38,Graduation,Together,"26,646.00",0,1,491,48,231,112,105,134,SP,0
6181,72,2nd Cycle,Together,"52,203.00",0,0,102,9,63,2,9,24,SP,0
6177,37,PhD,Married,"33,454.00",0,1,553,25,142,65,67,8,CA,0
6173,43,Graduation,Together,"77,298.00",1,0,22,1,11,0,1,2,SP,0
6168,59,Graduation,Divorced,"45,146.00",0,1,228,19,130,4,11,51,SP,0
6147,51,Graduation,Divorced,"25,818.00",0,0,368,32,639,13,43,10,SA,0
6142,79,Master,Married,"65,073.00",0,0,112,17,44,34,22,89,GER,0
6141,50,Master,Single,"49,494.00",0,1,171,0,11,0,1,20,SA,0
6131,42,2nd Cycle,Married,"70,829.00",1,2,21,12,12,0,3,3,IND,0
6119,59,PhD,Single,"36,736.00",1,0,9,14,18,8,1,12,SA,0
6116,54,2nd Cycle,Married,"48,985.00",0,1,277,21,64,62,21,25,SP,0
6103,74,Graduation,Married,"42,192.00",0,1,563,76,384,84,192,89,SP,0
6097,63,Graduation,Single,"50,664.00",0,1,789,0,142,12,9,38,ME,0
6086,67,Graduation,Married,"80,395.00",1,0,2,1,18,20,11,16,CA,1
6072,52,Master,Single,"75,345.00",1,1,17,8,14,10,4,3,GER,1
6071,33,Graduation,Single,"81,217.00",1,1,8,3,9,19,4,22,CA,0
6059,69,PhD,Together,"64,504.00",1,1,34,1,14,0,0,5,SP,0
6055,43,Graduation,Married,"71,626.00",1,1,28,0,13,4,2,8,SP,1
6050,47,2nd Cycle,Married,"57,036.00",1,1,11,1,6,2,1,6,US,1
6049,40,Master,Together,"73,450.00",1,1,11,0,7,3,1,6,SP,2
6036,63,Master,Together,"89,120.00",1,1,10,4,4,3,3,14,SP,1
6024,69,Graduation,Together,"94,384.00",0,0,4,1,11,6,2,2,SP,3
6019,51,PhD,Married,"37,126.00",0,1,1043,24,97,32,24,157,SP,1
6001,43,Graduation,Married,"56,775.00",0,2,96,12,96,33,22,43,AUS,0
5995,60,Graduation,Divorced,"39,552.00",0,1,928,63,254,0,12,12,SA,0
5991,73,Master,Married,"48,150.00",0,1,97,1,19,2,0,11,SP,0
5989,63,2nd Cycle,Divorced,"78,353.00",1,1,20,1,28,3,3,2,US,0
5987,33,2nd Cycle,Together,"10,404.00",0,0,774,70,118,182,187,93,SP,0
5985,57,Master,Single,"33,168.00",0,0,344,45,654,104,11,114,SP,0
5975,55,PhD,Single,"40,304.00",0,0,145,193,459,205,26,145,SP,0
5967,70,Graduation,Together,"33,402.00",0,0,420,0,452,182,64,140,ME,0
5966,48,PhD,Married,"45,207.00",0,1,430,16,322,43,24,33,SP,1
5961,44,Graduation,Married,"42,693.00",1,1,201,2,43,3,5,35,GER,0
5959,54,Graduation,Single,"35,893.00",0,1,530,142,217,62,9,56,CA,0
5956,74,PhD,Divorced,"45,072.00",1,1,189,10,253,56,43,64,GER,0
5955,60,Graduation,Together,"72,025.00",1,0,26,3,23,4,7,3,CA,0
5954,50,Master,Divorced,"42,618.00",1,1,565,6,65,0,6,19,GER,0
5948,47,Graduation,Single,"57,338.00",1,1,38,0,2,0,0,6,CA,0
5939,51,Graduation,Together,"38,232.00",0,1,384,0,102,21,32,5,US,0
